epoch,acc,loss,val_acc,val_loss
0,0.9612083333333333,0.13566731934187312,0.95675,0.1492980197754999
1,0.966375,0.11575416269681106,0.9586666666666667,0.1394127762950957
2,0.9713125,0.09968050965697815,0.96225,0.13098384064684312
